x	sin(x)	cos(x)	x'
0	-0.15	0.75	0.016666666666666663
0.020943951023931952	-0.06239091344997638	0.9497806834748455	0.17094395102393195
0.041887902047863905	0.15854232039586624	0.9491228300988583	-0.10811209795213608
0.06283185307179585	0.11279051952931335	1.1146933950949383	-0.12050148026153748
0.08377580409572781	0.10034450999898215	1.1464928592495043	-0.03289086257093887
0.10471975511965977	0.12119512993432013	0.7778552287016067	-0.07861357821367357
0.1256637061435917	-0.12466676643569577	0.7754480346478112	-0.024336293856408286
0.14660765716752366	-0.03725030477092173	1.1726056662963216	-0.07005900949914301
0.16755160819145562	-0.04989791995056442	0.9026627037371717	-0.0157817251418777
0.18849555921538758	0.1373813145857246	0.8656205840620221	-0.028171107451279098
0.20943951023931953	0.224578357484426	0.861480934067139	0.02610617690598621
0.2303834612632515	0.21168420344398908	0.890245569539827	0.04705012792991814
0.2513274122871834	0.26535655383152146	0.8852498277952978	0.001327412287183416
0.27227136331111534	0.3522531539485989	1.0131625667976583	0.25560469664444874
0.2932153143350473	0.07236513027780483	0.7406528308654006	0.5098819810017139
0.3141592653589792	0.19235032770828064	0.734389849628487	0.39749259869231257
0.33510321638291113	0.47886664673858315	0.8943763702374812	0.5184365497162444
0.35604716740684306	0.23190538065514843	1.0539486561585583	0.306047167406843
0.376991118430775	0.41812455268467774	1.113109819221585	0.19365778509744164
0.3979350694547069	0.3708489197854361	1.0718631515885007	0.18126840278804024
0.41887902047863884	0.5234033097424666	1.1302121243092675	0.3355456871453055
0.43982297150257077	0.44244595823173904	0.9881603857993531	0.28982297150257075
0.4607669225265027	0.6279685125182606	0.8790450935727463	0.6107669225265027
0.4817108735504346	0.4466293684531948	0.7362035792312148	0.26504420688376795
0.5026548245743666	0.5984203407683817	0.7263066800438637	0.3526548245743666
0.5235987755982986	0.48333333333333317	1.0493587371177722	0.34026544226496525
0.5445427266222306	0.7346936760397966	0.9720309268271734	0.39454272662223056
0.5654866776461626	0.6858267949789965	0.6609945921686818	0.6154866776461625
0.5864306286700945	0.6367248825766771	0.9495879073767661	0.36976396200342787
0.6073745796940265	0.7873802343510983	0.8044825424670374	0.49070791302735983
0.6283185307179585	0.637785252292473	0.9923503277082808	0.4783185307179585
0.6492624817418905	0.5545991148623748	0.713196584690863	0.8325958150752237
0.6702064327658225	0.4711477802783103	0.7003601239925065	0.5535397660991558
0.6911503837897545	0.7540906564153562	0.5871799094424559	0.807817050456421
0.7120943348136864	0.670087270656772	0.5069950556517564	0.5954276681470198
0.7330382858376184	0.8524639396921916	0.5931448254773942	0.849704952504285
0.7539822368615504	0.7345471059286888	0.9123019607547449	0.8373155701948838
0.7749261878854824	0.916330007180032	0.63113934629947	0.5582595212188157
0.7958701389094144	0.8311393462994701	0.516330007180032	0.6458701389094144
0.8168140899333464	0.8789686274214117	0.8345471059286886	0.7001474232666797
0.8377580409572783	0.8264781588107277	0.45246393969219145	1.0210913742906116
0.8587019919812103	0.7069950556517566	0.670087270656772	0.7087019919812103
0.8796459430051423	0.5538465761091227	0.8540906564153561	0.6629792763384756
0.9005898940290743	0.9003601239925065	0.7711477802783102	0.6839232273624076
0.9215338450530063	0.8131965846908631	0.6545991148623747	0.938200511719673
0.9424777960769383	0.6923503277082809	0.5377852522924729	0.6924777960769383
0.9634217471008703	0.6378158758003709	0.7207135676844314	0.9467550804342035
0.9843656981248022	0.7495879073767663	0.5033915492433438	1.0676990314581356
1.005309649148734	0.9943279255020152	0.652493461645663	0.8219763158154008
1.026253600172666	0.7386975934938401	0.5680270093731299	0.9429202668393328
1.047197551196598	0.7160254037844388	0.4166666666666664	0.7971975511965981
1.06814150222053	0.7596400133771972	0.33175367410171497	1.0848081688871967
1.089085453244462	0.6695369125645482	0.479962701786528	1.2724187865777954
1.110029404268394	0.645711760239413	0.19463517918492712	1.2266960709350607
1.130973355292326	0.8214937191326863	0.34244595823173896	1.1476400219589926
1.151917306316258	0.9302121243092678	0.32340330974246645	1.1352506396495914
1.17286125734019	0.6718631515885007	0.23751558645210247	1.1561945906735234
1.193805208364122	1.0131098192215848	0.5181245526846775	1.143805208364122
1.214749159388054	1.020615322825225	0.23190538065514799	1.3314158260547206
1.235693110411986	0.7943763702374813	0.5455333134052494	1.4190264437453193
1.256637061435918	1.1010565162951538	0.2923503277082802	1.0733037281025846
1.27758101245985	0.8073194975320674	0.5056984636111377	1.2609143457931833
1.2985249634837819	1.0464959001309917	0.018919820615265037	1.348524963483782
1.3194689145077139	0.7519164944619647	0.0986898871648541	1.3028022478410473
1.3404128655316458	1.0569122362064938	0.27835087011065496	1.490412865531646
1.3613568165555778	1.0614809340671392	0.024578357484425273	1.5446901498889112
1.3823007675795098	0.7989539173953555	0.3040479812523905	1.2989674342461766
1.4032447186034418	0.7693293704038384	0.35010208004943477	1.1532447186034418
1.4241886696273738	0.8059389996296551	0.0960830285624108	1.507522002960707
1.4451326206513058	0.9087813679811447	0.2753332335643034	1.1951326206513058
1.4660765716752377	0.8778552287016068	0.3211951299343192	1.2494099050085712
1.4870205226991697	0.7798261925828378	0.033677843332314605	1.4036871893658365
1.5079644737231017	0.8146933950949384	0.17945718619597906	1.2912978070564352
1.5289084247470337	1.015789496765525	0.19187565372919868	1.6455750914137004
1.5498523757709657	0.8164473501415122	0.07094241988335592	1.3998523757709658
1.5707963267948977	1.0833333333333333	-0.050000000000001044	1.7207963267948978
1.5917402778188297	0.8497806834748456	-0.20427575321669136	1.4417402778188297
1.6126842288427616	0.7491228300988583	0.008124346270799276	1.696017562176095
1.6336281798666936	1.0813600617616048	-0.24612385286264785	1.5502948465333604
1.6545721308906256	0.9798261925828375	0.0996554900010167	1.5712387975572923
1.6755160819145576	0.8778552287016066	0.045471536732345386	1.6921827485812242
1.6964600329384896	0.8754480346478111	-0.34199990023097215	1.7464600329384896
1.7174039839624216	0.8392723329629881	-0.3627496952290795	1.6674039839624215
1.7383479349863535	0.8359960370705048	-0.3501020800494369	1.6216812683196868
1.7592918860102855	0.9322872507286883	-0.10404798125239259	1.5759585526769522
1.7802358370342175	1.1614809340671388	-0.091245024151094	1.9302358370342176
1.8011797880581495	1.12357890287316	-0.27835087011065707	1.7511797880581494
1.8221237390820815	0.951916494461964	-0.1653565538315228	1.6387904057487481
1.8430676901060135	1.1464959001309911	-0.4189198206152671	1.7264010234393468
1.8640116411299454	0.8073194975320668	-0.23903179694447302	2.080678307796612
1.8849555921538774	1.0343898496284865	-0.1923503277082822	2.0682889254872108
1.9058995431778094	0.927709703570814	-0.312199980071918	1.8892328765111426
1.9268434942017414	0.8872819894918911	-0.36523871398848334	1.6768434942017414
1.9477874452256734	0.9797764858882507	-0.6181245526846795	1.9311207785590065
1.9687313962496054	0.8718631515884998	-0.5041822531187711	1.9520647295829385
1.9896753472735373	0.8302121243092668	-0.590069976409135	2.206342013940204
2.010619298297469	0.9881603857993522	-0.6424459582317406	2.227285964964136
2.031563249321401	0.7123784269060789	-0.6946351791849288	2.081563249321401
2.052507200345333	0.6362035792312141	-0.4466293684531964	2.0358405336786665
2.073451151369265	0.9596400133771963	-0.46508700743504994	1.9567844847025984
2.094395102393197	0.7826920704511047	-0.3500000000000013	1.8777284357265303
2.115339053417129	0.9053642601605059	-0.6346936760397982	2.332005720083796
2.136283004441061	0.7943279255020141	-0.5191601283123313	2.1529496711077276
2.157226955464993	0.9495879073767652	-0.6033915492433455	2.307226955464993
2.178170906488925	0.7044825424670363	-0.5873802343510997	2.1948375731555916
2.199114857512857	0.7590169943749465	-0.6711185856258078	2.249114857512857
2.220058808536789	0.5465299180241953	-0.7545991148623762	2.2700588085367888
2.241002759560721	0.567026790659172	-0.6378144469449785	2.3576694262273876
2.261946710584653	0.9871799094424549	-0.8540906564153578	2.011946710584653
2.282890661608585	0.873661722318422	-0.5034206039901068	2.432890661608585
2.303834612632517	0.5264781588107263	-0.7857972730255263	2.4205012792991836
2.324778563656449	0.5789686274214102	-0.7012137725953567	2.2414452303231154
2.345722514680381	0.664472679632802	-0.8829966738467001	2.2623891813470474
2.366666465704313	0.7163300071800307	-0.5644726796328047	2.216666465704313
2.387610416728245	0.5345471059286873	-0.7789686274214129	2.137610416728245
2.408554367752177	0.48579727302552334	-0.6598114921440623	2.4585543677521766
2.429498318776109	0.5034206039901039	-0.7403283889850911	2.6461649854427756
2.4504422698000408	0.7874239897486883	-0.7871799094424572	2.433775603133374
2.4713862208239727	0.6044811136116421	-0.9336934573258411	2.5880528874906394
2.4923301718479047	0.35459911486237317	-1.0465299180241976	2.342330171847905
