x	sin(x)	cos(x)	x'
0	0.083	1.142	0.217
0.0006283185307179586	0.3836283184893763	1.3569998026079184	0.403628318530718
0.0012566370614359172	0.3802566367307023	1.1059992104317518	0.4502566370614359
0.0018849555921538759	0.34388495447592815	1.080998223471734	0.19788495559215388
0.0025132741228718345	0.3435132714770038	1.3819968417282542	0.13251327412287184
0.003141592653589793	0.11114158748587956	1.3829950652018583	0.036141592653589794
0.0037699111843077513	0.018769902254506414	1.0949928938932474	0.4097699111843078
0.00439822971502571	0.48739821553483553	1.3699903278032788	0.1583982297150257
0.005026548245743668	0.27902652707881886	1.4569873669329658	0.47902654824574364
0.0056548667764616265	0.29465483663840886	1.369984011283477	0.43665486677646165
0.006283185307179585	0.35828314396555894	1.244980260856137	0.10428318530717959
0.006911503837897543	0.49891144881222327	1.3479761156524268	0.12591150383789754
0.007539822368615502	0.5055397509303571	1.374971575673983	0.0865398223686155
0.008168140899333461	0.39916805007191664	1.1129666409225973	0.07316814089933346
0.00879645943005142	0.14779634598885938	1.4659613114002183	0.08579645943005142
0.009424777960769378	0.358424638433144	1.08395558710895	0.2434247779607694
0.010053096491487336	0.2640529271567307	1.0639494680510517	0.38905309649148734
0.010681415022205295	0.45368121191158084	1.12894295422894	0.3116814150222053
0.011309733552923253	0.3273094924496578	1.1519360456451857	0.32530973355292325
0.011938052083641211	0.024937768522926163	1.4289287423025168	0.1929380520836412
0.01256637061435917	0.3125660398833526	1.210921044203816	0.2675663706143592
0.013194689145077128	0.3211943062829055	1.411912951352123	0.14719468914507713
0.013823007675795087	0.45282256747355526	1.440904463750632	0.3548230076757951
0.014451326206513045	0.26245082320727425	1.2578955814026944	0.11945132620651304
0.015079644737231003	0.18307907323603712	1.2508863043118164	0.110079644737231
0.015707963267948963	0.37070731731182066	1.1918766324816605	0.30670796326794897
0.016336281798666922	0.2383355551866041	1.4348665659160453	0.3893362817986669
0.01696460032938488	0.20496378661236905	1.3098561046189447	0.07696460032938487
0.01759291886010284	0.15259201134109973	1.1498452485944886	0.5105929188601028
0.018221237390820797	0.4472202291247829	1.4498339978469628	0.41922123739082084
